date,rating,review,reviewer,title,ymd
08-02-2021,5,Had visited ITC Maratha last monthwithout a doubt the safest hotel to visit during Covid. Precautions were taken for seemingly minute details which otherwise go unnoticed. Would highly recommend for someone who is bit apprehensive to visit hotels nowadays like myself. Special thanks to Sumit for taking utmost care of us.Cheers,ReginaPhalenge,Thankyou ITC Maratha,210208
08-02-2021,5,So it was our anniversary and during these testing times we thought we could pick a safe choice with ITC Maratha. It was very very kind of  Mr. Chandranth  Duty Manager to ensure we were pampered and felt at home. I think it was my luckiest day to have met him. He ensured my family and I were comfortable. He also upgraded the room to a super luxurious one and made us feel ultra special on our special day. We were super thrilled. He ensured during our meals we were comfortable and seen upon. He also surprised us with a lovely cake.  It was because of his lovely gestures and warm hospitality we felt so so special. Big thanks to him and ITC Maratha for making our stay so memorable and luxurious and pampered one. ,Dimpledugar,A luxurious pampered memorable stay,210208
06-02-2021,5,We recently booked a hotel room for our parents to bring in their 50th Golden Anniversary. ,LEVEL6_FOODCRITIC,One of the best 5-Star Hotels in Bombay.,210206
04-02-2021,5,It was such an amazing stay with ITC ,DCECEVENTS,Amazing hospitality with Awesome food with courteous behaviour💖,210204
28-01-2021,5,Beautiful property! Extremely close to the airport. Great people greeting everyone with a namaste and a smile. Pooja & Delzine graciously accommodated all my requests. The safety measures make you feel safe.  Keep up the good work team!,WajidShaikh111,Great hosts,210128
28-01-2021,4,The thing that impressed me the most was the health & safety protocols in place. There was thermal screening checks & sanitization procedures upon entry and social distancing was maintained at all times. When it came to dining the buffet service was managed by staff behind the counter thereby containing the spread of any germs. All cutlery came sterlized and packaged. ,Rochelle R,Good health & safety measures in Covid times,210128
27-01-2021,5,Thank you Team ITC for making my Wifes Birthday a memorable experience. A special thanks to Pooja Tripathi for the warm welcome who made sure the check in and check out process was smooth and quick as we had a baby with us. Aman from front desk made the room available quickly so we didnt have to wait long. Would also like to thank Eknath and Kishor for the quick room service. Thank you Mrs Laxmi Chakravarty for taking the room service request. Also a special thank you to Mr Uday for making the birthday arrangements as requested. The celebration was for my Wife but more than her its my kid who enjoyed the stay... Sorry if I missed a few but once again thank you for your hospitality...,RvMoksh,A Memorable Experience,210127
26-01-2021,5,Great place  helpful staff,shraddha k,Great place  helpful staff,210126
25-01-2021,5,We stayed for 2 nights as post pandemic we were really exhausted and needed a stay which is absolutely superlative hygiene standards. iTC Maratha proved  to be THE perfect staycation place. A special mention of Mr. Vishal at Peshwa Pavilion for his prompt service very helpful attitude and polite demeanour. Kudos to Team ITC. We look forward to coming again !,saumitrabt,Wonderful experience at ITC Maratha,210125
25-01-2021,5,Checked in here after a busy week ITC Maratha was the perfect 1-night break for me. On check-in even though it was very short notice and the hotel was fully booked the hotel staff organised a room of my preference. The food was great and the staff was extremely warm. I think it was Pradeep who helped me with my luggage he was super helpful.,kritvirana,Beautiful room and great food,210125
24-01-2021,5,A solo travel requires alot of comforting according to me and without a doubt I remember a few people who ensured there was no lack of comfort for me during my trip Ms. Sushmita and Mr. Chandranath at the time of check in were very subtle quick and warm. Ms. Sushmita was super helpful with every request I had and her knowledge of the city and sites to look at with places to chill was absolutely helpful. Kudos for your efforts and dedication Ms. Thanks to the whole team of the hotel you guys are doing a fantastic job... Keep it up... ,Aman  D,Thanks and Kudos,210124
24-01-2021,5,Ive been coming quite often to ITC but the experience this time has been very delightful and the full credit goes to Raunaq Ramwani from the front desk office who has been really cordial and accommodating. He has handled my stay very professionally. Hes one of the best representative at ITC in my opinion. Thank you!!,rthpr,One of the best in Mumbai!!,210124
21-01-2021,5,Came with my friends with zero expectations as it was the covid time. I was pleasantly surprised by the way the entire team welcomed us. ,Nama76854,Lovely staff and rooms,210121
19-01-2021,5,I stayed at ITC Maratha for first 2 weeks of Jan'21. The hotel is beautifully designed and well maintained. In times of COV19 substantial precautions have been put in place to ensure safe stay.,Prathamesh S,Excellent place to stay with courteous staff to assist !!,210119
16-01-2021,5,This was the first time stayed with  ITC. The hospitality was great.  Check in was smooth by Mr Shantanu The COVID-19 Precautions are taken at this property We had taken two room and both of them were perfect. The Rooms were spacious and comfortable with well stocked amenities. Breakfast Buffet was Good not too many varieties might be due to COVID-19 pandemic but it was sufficient The chef was really courteous and the FNB team.  The guest service team was great and prompt. The only negative was the air conditioning Would surely visit again in the future.,SAH321,Great Hospitality,210116
10-01-2021,5,Leisure Trip,rakeshd506,Leisure Trip,210110
08-01-2021,4,The food was delicious,ShoaibM147,Lunch buffet,210108
03-01-2021,5,The hotel has a royal feeling and the way meet n greet was done was superbly perfect,329preetk,Awesome service ,210103
01-01-2021,4,Good stay but not so good food,meghna2701,Good stay but not so good food,210101
01-01-2021,5,We stayed there for 3 nights and the stay was very pleasant. The property is very well maintained and they are following all social distancing norms. ,akshay5656,Great Hospitality,210101
29-12-2020,5,  The hotel stay was very pleasant and comfortable. The staff was very polite and helpfull spclly (sayali from FO & imtyaaz and vishal from F&B) they were quick with there services,AsIfS469,Services,201229
27-12-2020,5,One of my best stays with the family.,rishtejs,Excellent food and services,201227
27-12-2020,5,We had 2 rooms at ITC Maratha and we upgrade during our stay.  The online Checkin process was very new for us but the staff explained its need in these times and we really appreciate the actions taken by ITC hotels for guest and staff safety. We would like like to thank Rashpal from the front desk - we informed her that we were coming for Xmas outing with our children and also celebrating husbands bday . She upgraded us to a beautiful room and also arranged a cake for us. The housekeeping staff was very attentive to all requirements and always smiling and delivering services . We had a great time at the hotel and will visit again !,Rinku R,Lovely stay,201227
27-12-2020,5,One of my best stays with the family.,Sameerarora2020,Lasting memories,201227
25-12-2020,4,It was a good stay! Ms. Shivani Gupta was particularly very helpful accommodating and provided very prompt service. Very happy with her service and overall hospitality. Enjoyed and had a great time. The restaurant Kebabs and Kurries is good and the black dal there is awesome. Had a wonderful time and everyone made sure we got good service. Proper covid norms were followed and hygiene was maintained throughout the property. ,Prernan24,Great service by Shivani Gupta,201225
21-12-2020,5,Excellent !! ,Rumanaachwa,Excellent !! ,201221
21-12-2020,5,Stayed for 14 days at ITC Maratha and every day the staff took utmost care of all my needs. The staff were polite and friendly.,Zaainu,Excellent Stay,201221
18-12-2020,2,I stayed for 2 nights. All though this is a very nice 5* property with all amenities needed they lack to tick the box when it comes to comfortable sleep: my room was above the atrium and so I got the noise and music from there until late night. On top of that I got noise from adjacent rooms as well. Not what I would expect from such a property. Would not recommend to stay. ,GillesR948,Noisy!,201218
07-12-2020,5,Delzina & Team ITC Maratha,SiddhantM85,Delzina & Team ITC Maratha,201207
01-12-2020,5,We celebrated our 1st year anniversary at itc and it was totally worth the experience . Excellent hospitality by the entire team .,Bhatiapooja02,Excellent!!!!,201201
01-12-2020,4,Covid has restricted travel to other locations so staycations have become the norm right now. ,jayeshkeha,Luxury Redefined! ,201201
28-11-2020,5,The hotel stay was very pleasant and comfortable. The staff was very polite and helpful specially Mr. Dhan. He is very good person. He met me every day during my 14 days stay and make me feel comfortable.I would definitely stay there again and recommend others also. The food was very good quality and quantity also more than sufficient. My sincere thanks to each and every staff of the hotel.,AbhijitB1234,Pleasant stay in ITC Maratha,201128
22-11-2020,5,The WeAssure program by ITC gives a sense of comfort and safety when compare to other vicinity hotels which do not have such programmes in ones mind of everything being sanitized at the hotel. All the way from lobby to restaurants and all the other areas there is adequate measures taken to ensure safety for guest would like to thank the team for making such amazing food.,Rishabhramwani,Experience,201122
19-11-2020,5,I would like to thank a concierge member Vijay for his excellent customer service and customer care. Whatever your needs are Vijay will take care of it for you.,Paola B,Wonderful,201119
17-11-2020,5,Celebrated my mothers 68th Birthday at this gorgeous property. Absolutely delighted with the way everything was managed. This was the first time we got out post Covid lockdowns. Sanitisation measures taken were beyond satisfaction. Felt safe throughout the stay and celebration. I would personally like to thank Ajay and Pramod from Peshwa Pavilion Vijay from baggage assistance and Chef Nikhil Merchant for raising the bar of ITC hospitality. ,jjsaluja,Birthday Celebration,201117
15-11-2020,5,Best stay I ever had !,bhekuli,Best stay I ever had !,201115
10-11-2020,5,I had a wonderful staycation with my fiancée at ITC Maratha. Fahad Korlekar from ITC Grand Central helped me with the booking process. And Saurabh from ITC Maratha made my stay very comfortable. The staff was very helpful and generous. The property holds an exquisite and classy feeling. They are following all the precautionary measure to ensure the safety of guests. The food was amazing. And breakfast had a variety of options available. I would definitely recommend this property to my friends and family.,Iamsabirkhan,A perfect staycation ♥️,201110
09-11-2020,5,It was such a wonderful experience every time Im at this hotel. The comfort of the room reminds one of home. Also the warmth and sincerity of the staff always makes me look forward to the stay. Particularly mention of one staff - Vijay he exudes such friendliness and remember all his guests. Vijay also provides great service and makes one feel so welcome every time. Kudos to ITC Maratha. ,Kgpj,Wonderful stay,201109
08-11-2020,5,Where do I start I'm pleased with the food accommodation and the staff. The hospitality of ITC Maratha has been nothing short of 'Service Excellence'. I've been staying here since the last seven days and it's going great. The overall services and facilities are simple phenomenal. Compliments to the housekeeping services of Mr. Kush Kumar :) ,Vidisha_Pandey,Great Stay,201108
08-11-2020,5,Stayed for one week from 1st to 8th of November. It was wonderful experience especially the room service staff one Mr dhan was polite prompt and professional approach. Service was excellent. Wonderful experience from receptionbell deck and even the security.,680jojor,Jojo Veliparambil Raphy,201108
02-11-2020,5,Dear sir  ,CarenT1,Compliments of service to Vijay Pujari,201102
29-10-2020,3,We came from delhi to mumbai for some work and stayed here and to be honest it was not as good as our previous stay here. But we understand that because of lack of staff its hard. One of the staff member Dhan(ITC Maratha) was very cooperative and helpful. We personally liked his service. And we also appreciate all the staff member's effort. ,jahnulahon99,It was not the best but we understand,201029
26-10-2020,5,Had recently been to ITC Maratha and im highly pleased with their hospitality. They made sure that all sorts of precautions are being taken to cope up with the current situation. Excellent rooms with great service. We had opted for a brunch which had a huge spread from different cuisines along with alcoholic/non-alcoholic beverages. The staff was highly co-operative and well mannered. MR. Edwin was very polite and made sure that we enjoy our little weekend getaway. :) ,shreyamanikandan,ITC Maratha ,201026
24-10-2020,5,Stayed here for 3 weeks now in-spite of pandemic situation  limited staffs and many restriction by government Yet the pleasure of staying and generous services showed by entire ITC Maratha team is awesome. No words to complaint  nor a chance given to point out.  ,Shree0810,ITC as always at its BEST,201024
23-10-2020,5,I stayed here for 14 days..It was the nicest among all the luxury hotels I have ever been to..The hospitality they provided is incomparable..I had stayed in luxury hotels arround the globe but ITC is the best. My friend recommended me hereand he gave me the contact details of Dhan from hospitality department. I will always remember Dhan's service..He never let me feel that I'm outside home..Such a lovely person..I will recommend all to chose ITC over all other available international hotel chains like Marriott Westin..,udbodhan,Greatest among all,201023
23-10-2020,4,Restaurant Review of Peshawari - First Restaurant visit (post Covid) on 18th October 2020.,Funnytraveller04,Restaurant Review of Peshawari - First Restaurant visit (post Covid) on 18th October 2020.,201023
22-10-2020,5,The Maratha hotel is situated close to the international airport but this is NOT a typical ' airport' hotel it is everything you would expect of a 5* hotel. Accomodation is excellent and there is a good choice of fine dining restaurants. The Spa and gym are well equipped.,JohnBA777,Quite Simply the Best,201022
20-10-2020,5,Had a beautiful stay at ITC maratha as always. Right from the entry point be it a SecurityReceptionHousekeeping and staff at the restaurant every person makes you feel so special and feel like home.Rooms were so comfortable and clean.All the meals were so delicious and perfect cooked.Vijay the concierge staff was so helpful and accommodating in everything.He made my stay so easy with his knowledge about the city and areas around . He helped me to find things which i wanted to buy back home.Overall it was excellent stay and i will always go back.,milanc981,Excellent stay.,201020
18-10-2020,5,Today was the first day of starting the Sunday Buffet at Peshwa Pavillion at ITC Grand Maratha. Post the Covid Unlockdown. ,Idasgupta2001,Buffet Lunch at Peshwa pavilion ITC Grand Maratha Mumbai,201018
15-10-2020,5,Respected sir/mam,Cliffrichard_15,Cliff Soans,201015
14-10-2020,5,This is a beautiful hotel which look like a palace. The spot I love most and I wont miss every time of my stay is the breakfast place where they serve yummy masala dosa. Besides beautiful palace like hotel the staff here is above and beyond 5 stars service. They are very friendly and proactive. One of them named “VIJAY” He always remember his guest and give us recognition every time when we see him. He always make sure that our stay is pleasant and try to accommodate our request without hesitation. He shows care and concern to his guest. He is the best gem of ITC maratha. When you stay there ask for VIJAY...he will never disappoint you. ,JarusiriT,Superb service and beautiful palace hotel,201014
14-10-2020,4,I was really tired after a long drive to mumbai and decided I needed a pit stop near mumbai airport before taking my onward flight to heathrow. ,ArjunR-UK,Amazing hospitality & Luxurious Stay,201014
13-10-2020,5,This hotel is located very conveniently near the international airport. The ambience is very good staff is well trainedhelpful and understanding.,Rcp-801,Luxurious and Well Managed.,201013
11-10-2020,5,I had to come to visit ITC last year as I had a family  relative who stayed here. The hotel  has a beautiful  aura the lobby is lit and has an ambience of the Maratha culture. I had come across Vanessa from Guest relations who was very helpful in showing me across  the direction of the room of my relative as I had visited  this place for the first time. Before my way back home I wanted to know if I could purchase some easy to take desserts Vanessa suggested  me Fabelle the chocolate  boutique  which had amazing varieties  of chocolates and helped me take home the best. Thanks to her suggestion and appreciate  her help.,Olga567890123,Very Helpful staff,201011
10-10-2020,5,I would like to thank Vanessa from Guest Relations who helped me with accommodating me and my wife last year for a dinner reservation. Highly recommend this hotel for its hospitality staff and food. Kudos to itc maratha.,HenrySQ1234556777889,Superb Hospitality,201010
08-10-2020,5,The hotel stay was superb even when I spent only a night in Mumbai. Been to a few other hotels around the vicinity but nothing beats the service and warmth provided by this hotel staff. Excellent service from the staff especially Mr Vijay. Not only did he go extra mile to ensure the stay was good he constantly checked on my wellbeing whenever I see him at the lobby. Very professional and you definitely can count on him if you need help. Great experience  ,khatiniandrea,Great service,201008
06-10-2020,5,Due to COVID 19 we didnt make a trip to India in 2020. For the last few years we have stayed at Maratha several times and our primary contact for reservations both in Maratha and other ITC properties in India  has been Ms. Rashpal Padam. She has given us exemplary service from the time we met her in ITC Rajputana. She has been our Single Point of Contact for our local travels and reservations. My wife and I would rate her as once of the best in taking care of guests needs. Rashpals strengths skills and style undoubtedly match the needs of the hospitality industry. ,Shakerc1949,Outstanding service by a few worth highlighting!,201006
27-09-2020,5,I stayed at ITC Maratha Mumbai during my institutional quarantine of 7 days. Exceptional service quality. A special mention about Ms. Vanessa and her efforts in looking after my service and requirements . Personalized service like this make a guest come to the hotel again and again. Also to mention Mr. Uday Shinde who helped me get the reservations done based on WhatsApp message. Thank you so much really appreciate !!!,NinadM123,ITC Maratha Exceptional service quality,200927
26-09-2020,5,Best experience in hospitality  by far . Shout out to the team at The ITC Grand Maratha for giving its 100% to make the guest feel at ease and without any fear in this scary times . Thank you so much .,VVD45,Safe stay,200926
24-09-2020,5,Writing in to compliment Mr Shafan who went through great lengths to help his customers even when they are overseas! Had some parcel delivery to be done and he was efficient patient honest and ever-helpful. Really cant wait to return to ITC when all is good again. Well done Shafan and my congratulations to the hotel for having such dedicated and responsible staff! Take care and stay safe and till we meet again guys :),suchinkimn,Perfect Customer Service,200924
24-09-2020,5,Excellent service and personal care by all hotel staff. Good  property at excellent price. Our stay was very much memorable during this Covid crisis also. Hotel management are taking good initiative to control corona virus so felt very safe,Aaayush0103,Business ,200924
23-09-2020,5,Excellent service food hospitalityinterior and cleaning staff.,khushg2020,Awesome service,200923
22-09-2020,5,The journey started with a Warm Welcome and then awesome hotel & room interiors. Staff is very much friendly and caring. Would like to call out Madhukar Patil who has taken care of all needs. ,Nishap1610,Awesome Hospitality!,200922
19-09-2020,5,Would like to express my appreciation and thanks for the service and care I received During my business trip.Every staff member whom I came in contact was attentive and kind - Kush and Dhan from housekeeping and room service; Ramkrishna and Edwin.D.,240nehac,Services Feedback,200919
17-09-2020,5,I have stayed here many times due to work travels and every single time I have loved the service here. The staff is always so friendly and courteous.,826isak,Fantastic service and amazing food!,200917
17-09-2020,5,Hi I'm Madhu suriya I have stayed here(1133) for 2days and I didn't feel that I'm far from homepeople who treated me  as a part of they are family members and they really cares even with this pandemic issues happening in the world they find best and smart ways to support guests. specially I would like to say very big thanks . to Mis:AMANDA (GRT) Mr.YOGESH (waiter)Mr.DHAN(housekeeping),madhu7263,Best service,200917
17-09-2020,5,I really enoyed my 3 days stay here at the ITC MARATHA. the service was excellent and quick. Had agreat time here. The food quality was good. The room were excellent. The reception was always ready to help,Journey823094,Excellent stay and service,200917
17-09-2020,5,I was there for about 7 days under the quarantine requirement but I was taken care of very well.  There was a special effort to make sure all my  requests and concerns were solved for right away. What is special about ITC though is the proactive initiative taken to ensure my well-being during this time. Thank you for making this time enjoyable and very comfortable.    ,RishikeshGanguly,Splendid quarantine stay,200917
16-09-2020,5,"It was a world-class experience in The ""ITC MARATHA"" who really deliver it's a core value ""Responsible Luxury"" by providing unmatched experience by the best team of this hotel. Great food ambience great location hygienic ",AbhishekRai2001,Amazing Hotel with world's best team,200916
12-09-2020,5,I ordered food from ITC Maratha.  It's my favourite hotel since lockdown I couldn't go and dine in so ordered food and it was delicious. The packaging of the food was very neat and food was hot. Thanks to Tyson for letting me know about Zomato service. ,estafanio,Take away,200912
10-09-2020,5,On 16th August I had ordered the special Independence Day Set menu from the Gourmet Couch. The food was simply just unbeatable.The taste quality and the portion sizing was phenomenal.The packaging of the food was top notch. The food was delivered well on time.There was simply no room for error. Special thanks to the Guest relation Executive of ITC Maratha Ms. Amanda Sequeira who relentlessly kept a track on my order and also helped me in placing my order. Overall it was a very pleasing experience #WeAssure.,Viccky98,Simply best in class!!,200910
10-09-2020,5,I'm really happy that I stayed at ITC Maratha this time. The hotel has amazing ambience with highly rich architecture made. Food quality and taste is absolutely delicious that if I next time again visit Mumbai I'm definitely going here for food. The staff was very courteous and always available to help you even for smallest things. Sayali was really sweet person who took care of us for everything throughout our stay. I would like to appreciate her she is doing fantastic job. Also would like to mention Tyson he was very kind to us. ,Naznin057,ITC Maratha - Excellent 5 Star Hotel,200910
08-09-2020,5,I would firstly like to Thank Vanessa and Rahul for being so understanding and for introducing me to their 'Gourmet Couch' menu which had a great variety of food options. The Murgh Yakhani was excellentthe quantity was good. It was my aunts Birthday and to make it special both of them managed to arrange  a cake at very short notice. Our family thoroughly enjoyed .Thank you to the chefs as well.Highly recommend this place!,Sharon2371,Top Notch service - ITC Maratha,200908
04-09-2020,5,Missing the times when I had visited this place. The experience was a memorable one thanks to the lovely ambiance aesthetic and friendly (not to mention very helpful staff) both the times. I say very helpful staff but I particularly mean the guest relations because they saw to it that me and my friends were comfortable and answered every one of our query. At times I wondered if me and my friends were being a pain with so many questions (haha) but they handled everything so well. I must say they left an impression. ,Lunaea89,Missing ITC Maratha,200904
04-09-2020,5,I stayed at the hotel in the month of August Quarantined there for a week after arriving from Singapore. As a single traveller and in a city I'm not too familiar with I wanted to check into a hotel which would be close to the Airport. ITC Maratha is just 5 min away from Airport Terminal 2 (The international Airport). The room I got was spacious and beautiful (something that really matters when you're stuck inside 24/7). ,Naweeda_Jouhar,Great Quarantine experience,200904
04-09-2020,5,I visited ITC for 4-5 days and the stay was lovely. I was overwhelmed by the Food room service and caring staff.,shalakadatar,Quick service promt response and homely staff,200904
03-09-2020,5,I had heard lots of great food about this hotel and I certainly was not disappointed by chef. Nikhil merchant.. must say an amazing cook‍ between two of us we tried many things from the menu and the food arrived really quick and tasted so fresh and authentic.. they also have big selection in menu .. we really had a happy face after scrumptious meal by chef. Nikhil merchant at ITC Maratha.. the gulab jamun tasted heavenly and breakfast was so delicious and chocolate shake was indeed really creamy and smooth.. had an amazing food experience with chef Nikhil..,Traveler710678,Nice hotel with great food,200903
02-09-2020,5,Home Delivery: Peshawari and Dum Phukt,Chiripal,Home Delivery: Peshawari and Dum Phukt,200902
02-09-2020,5,I stayed at ITC Maratha from Aug 27 to September 3 while returning from Tokyo. I had been abroad for a year and was really missing home. I'm from Kolkata but my first port of entry was Mumbai and I had chosen ITC Maratha for my quarantine. They took really good care of me. I'm a very picky eater and had placed several requests to them. They were extremely patient and all my requests were met. Delzine from Guest Relations checked up on me every day and was very kind. She was always very prompt. The atmosphere was very homely and my 7 days were up before I knew it. I would definitely recommend this facility.  I would love to stay here again.,labanyasikdar,Excellent service on a 7-day quarantine!,200902
31-08-2020,5,Experience was absolutely fantastic. Especially staffs were very interactive and courteous. Food was very good. We loved our stay here. It was comfortable and easy and Mr. Aman Tiwari was beyond helpful. It totally met our expectations and more.,Raghav90,Raghav Pant,200831
30-08-2020,5,good day,md m,Regras,200830
29-08-2020,5,Before I start I am a Marriott Titanium Elite member and have stayed all over the world.,VijayN403,Pleasure stay,200829
29-08-2020,5,Our visit to ITC Maratha in Mumbai for a five day stay was excellent from the time we arrived until our departure. Maxim went above and beyond to make our stay both comfortable and enjoyable. He even helped us plan our local trips which we enjoyed immensely. We plan to come back for another visit when International travel is back up again. ,Cassandra R,Excellent Service Provided By Maxim Mascarenhas,200829
28-08-2020,4,Very good and pleasant stay. Cooperative staff. Front desk ppl Ms. Sayali salve Ms sameera  Ms roshini and bell boy Lalita all were very cooperative and very prompt services. Excellent food. highly recommended and appreciate there good efforts in giving best of service. Thanks,Msbakhshi,Mandeep Singh Bakhshi,200828
28-08-2020,5,Greetings Had a Pleasant Quarantine stay at ITC Maratha.It was a great and wonderful experience in this pandemic. Excellent  hospitality. Very cooperative friendly and supportive staffs. ,sijojose104,Excellent hospitality ,200828
27-08-2020,5,As you step out of the mumbai international airport the ITC Maratha is one of the first majestic buildings that you can see. So my work takes me around the globe but in all my years of travelling no hotel comes close to the ITC Maratha as far as service is concerned. Right from the moment you step in you are treated nothing less than royalty.  Maxim at the concierge desk deserves a special mention along with Ajay at the bell desk. ,jeromemascarenhas,ITC Maratha: Really redefines the meaning of service!,200827
25-08-2020,5,I had a business trip to India in 2017 and stayed at ITC Maratha. ,alenooshs,My pleasant stay at ITC Maratha,200825
23-08-2020,5,My stay in the ITC Maratha Hotel was truly memorable. The rooms were very clean food was excellent and overall the true credit goes to the staff especially Umesh Adrian and Delzine. The trio are an asset to the Hotel Team who looked after us in an utmost Professional way. I would highly recommend the hotel to anyone who wish to stay in the city of Mumbai.,osdenm2,ITC Maratha Hotel - One of the best Hotel to stay in Mumbai,200823
23-08-2020,5,Amazing service provided by the hotel staff and special thanks to chef Nikhil Merchant for preparing delicious food and weighing them according to my requirements. Also the food was delivered on time. ,SHREYAS I,Compliment,200823
23-08-2020,5,The rooms are spacious. Always treated like royalty. Concierge services are absolutely amazing. Its also Very convenient for the toddlers. Food is delicious and beautifully displayed. The guests needs are always placed first. They have a hard working and dedicated team present and constantly working to satisfy the guests! ,soniaHanspaulTZ,Always feel like Royalty! ,200823
21-08-2020,5,I am a regular visitor to the ITC. I would continue to visit this hotel above others as it's level of service from the staff is second to none.,NinaK2001,Superb Hotel with fantastic service,200821
21-08-2020,5,"I had to visit Mumbai in a compelling situation.  This Particular stay was completely different due to Covid19. The hotel was well prepared and all the safety measures were available. As usual Maratha offred the best in-room dining service and thanks to Mr Deepak & Mr Nagendra and Chef Mr Kasi took care of my dining and nothing was left to ask. My special thanks to Mr Anurag Sathe Executive Airport Concierge for his ""never say no attitude"" and always helping with a smile. Thanks Mr Anurag. Thanks Team ITC Maratha for the wonderful hospitality and excellent service during these trying Covid19 time",Srijanakas,My First Choice of Stayin Mumbai - ITC Maratha,200821
21-08-2020,5,As a regular traveller I stayed at this hotel many times. The rooms are very comfortable delicious food and the staff are exceptional. They are always helpful efficient and very professional. Would like to especially mention Maxim Mascarenhas who is amazing - nothing was too much trouble when I asked him for various information. Thank you looking forward to coming back and staying here again,audrya2014,Great customer service,200821
21-08-2020,5,To team ITC Maratha,779anurags,Excellent Stay,200821
21-08-2020,5,If you visit Mumbai and you are looking for the best luxury hotel with a quick access to the international airport look no further than ITC Maratha. If there were 10 stars i would have given it all 10 for the experience service hospitality and support. Rashpal was my point of contact at ITC and she did an absolutely splendid job in making sure that I had the best of service available during my stay. Though it was a 7 day stay it felt as comfortable as being home Umesh and Adrain were always so prompt with their service whether i needed some help with toiletries food or moving to my transportation. ITC Maratha is a true gem of a luxury hotel with most amazing staff that were always proactive and prompt to help out when needed. I will surely return to ITC Maratha in the future and hoping to see the same amazing people and living the same fabulous experience all over again.,Bhushan_Trips,One of the best luxury hospitality experience in India,200821
21-08-2020,5,A very neat comfortable and beautiful property. Right from entry to the hotel to my exit the staff were very courteous. The food was excellent. The staff at Concierge was extremely knowledgeable and helpful. The proximity to the  airport and  being centrally located is an added advantage. Would strongly recommend this hotel.,Resort565097,Executive,200821
21-08-2020,5,Stayed here several times. ,gsmong,Mr. ,200821
17-08-2020,5,Been a regular guest at Itc Maratha from quite some time but due to the current situation in the country my travel plans have taken a pause and havent visited from the past few months. I would like to thank Aman and Churendra who always helped me with my bookings and other queries always even in the current time they  kept in touch with me  these boys also kept me posted with all the ongoing promotional offers currently running in the hotel. This hotel is class apart mainly because of its customer service Im going to return very soon. Look forward to see guys soon take care.,manojp1598,Excellent hotel and staff,200817
16-08-2020,5,I would like to put on record our appreciation of your hospitality. We were made to feel at home by all your staff. Every person who came to our door & every call added to our sense of belonging.,CHOUANIL52,Quarantine,200816
16-08-2020,5,Large Hotel and spacious room. Was given an upgrade to a suit. It was a very lavish room 1 Bedroom room. Had almost all facilities in room and also those which were requested for. ,alchemyangel,Large Hotel Spacious Rooms Many veg food options.,200816
15-08-2020,5,Though my stay was due to quarantine the hospitality provided was way beyond expectations. ITC Maratha staff really took good care during my stay. I will surely recommend this wonderful hotel to my family and friends... keep up the good work!,Marshinquarantine,Quarantine,200815
15-08-2020,5,Excellent Qurarantine stay with ITC MARATHA. Properly managed by all staffmade sure that proper social distance and safety precautions are taken during this pandemic time.Would like to thanks all staff member especially Ajay on belldesk and Dhan as room service..,Attusol1206,QURARANTINE,200815
13-08-2020,5,Its always been a pleasurable and easygoing stay with your Hotel and for me now its a kind of habit to stay with ITC Hotels. This is to be treated as an appreciation note for the world class services rendered by the ITC Maratha during one of my official visit on 22 Jan 2020. The hospitality and warmth delivered by Mr Aman Tiwari (Front Desk Executive) shows the volume of professional acumen he beholds. The sheer professionalism imbibed by your staff is one of the key content for your success which is worth mentioning. I wish him and the entire team success and good luck for their future endeavours.,Jontyjp,Great Hospitality,200813
11-08-2020,5,Its been a few months since my last visit to Mumbai..,zenpande,Lovely Hotel with one of the best staff,200811
08-08-2020,5,Shafan Vijay and Maxim staff was excellent - They made everything go smoothly when we arrived and departed. Concierge service was excellent - Shafan was very helpful in getting several items for me.Food  was great. Selection and quality was very much appreciated. (The staff) is one of best parts of staying at the ITC.  Everyone is very thoughtful and caring to insure that you are enjoying your stay.,RaveenaK31,Excellent service,200808
07-08-2020,5,After the relaxations given by the Government me and friends decided to stay at ITC Maratha for a weekend as we all were stressed out because of the current pandemic situation. But inspite of this situation the Hotel front dest executive Mr. Aman Tiwari was a host to us as no one has been till now. Right from following all the social distancing norms and sanitisation procedures he was of great help and made our stay so peaceful and memorable that we forgot about the pandemic for a moment. The food was as usual top notch and the customer service topless. ,VarunT1304,Stay at ITC,200807
07-08-2020,5,I would like to thank The entire team of ITC Maratha for making the quarantine stay comfortable and pleasant experience. Special thanks to Mr. Uday Shinde for smooth advance booking. Would also like to express my sincere gratitude to the frontline team — Sayali Karishma Kshitij Ravindra Jessica Ajay. Special thanks to my service team member Mr. Dhan who provided excellent service during our stay and made sure our stay was comfortable. May God protect and Bless  the entire team. I highly recommend ITC Maratha if you are looking for a comfortable and pleasant stay.,TAbhijit,Excellent service highly recommended,200807
02-08-2020,5,While returning from Johannesburg I chose this hotel as my place of Institutional Quarantine and that turned out to be the best decision ever. The contactless service provided by the staff was outstanding and their charming attitude. The COVID test and results were also been provided in perfect timelines. Moreover for any queries or assistance required I was always assisted by the hotel operator Sayali Salve who was just one call away to all my problems/concerns. Kudos to the team for the excellent help and support and wishing you well for keeping up the momentum going.,rohits2nedbank,Best decision to choose ITC,200802
